Vernier Format 2
Lab_RT.cmbl 17/11/2023 16:42:19 ,
Latest
Time	Potential 1	Potential 2	Potential 3	Potential 4	R1	R2	R3	Temp	R1/R10	R2/R20	R3/R30
t	Pot 1	Pot 2	Pot 3	Pot 4	CC	CC	CC	CC	CC	CC	CC
s	V	V	V	V	Ω	Ω	Ω	K			
4340	0,10989	0,0927961	3,0232	3,88034	10,989	9,27961	3,0232	388,034	0,0817439300167	1,48047383535	1,29751072961
4350	0,107448	0,0940171	3,03175	3,88889	10,7448	9,40171	3,03175	388,889	0,0799273982385	1,49995373325	1,30118025751
4360	0,103785	0,0940171	3,03663	3,89988	10,3785	9,40171	3,03663	389,988	0,0772026005713	1,49995373325	1,30327467811
4370	0,101343	0,0940171	3,04274	3,91087	10,1343	9,40171	3,04274	391,087	0,0753860687931	1,49995373325	1,30589699571
4380	0,0989011	0,0940171	3,05128	3,92063	9,89011	9,40171	3,05128	392,063	0,073569611402	1,49995373325	1,30956223176
4390	0,0976801	0,0940171	3,05739	3,92918	9,76801	9,40171	3,05739	392,918	0,072661345513	1,49995373325	1,31218454936
4400	0,0952381	0,0952381	3,06593	3,93895	9,52381	9,52381	3,06593	393,895	0,0708448137348	1,51943363114	1,31584978541
4410	0,0927961	0,0952381	3,07082	3,94994	9,27961	9,52381	3,07082	394,994	0,0690282819567	1,51943363114	1,31794849785
4420	0,0903541	0,0952381	3,0757	3,95971	9,03541	9,52381	3,0757	395,971	0,0672117501785	1,51943363114	1,32004291845
4430	0,0879121	0,0964591	3,08547	3,96825	8,79121	9,64591	3,08547	396,825	0,0653952184004	1,53891352904	1,3242360515
4440	0,0866911	0,0964591	3,09158	3,97924	8,66911	9,64591	3,09158	397,924	0,0644869525113	1,53891352904	1,3268583691
4450	0,0842491	0,0964591	3,0989	3,98901	8,42491	9,64591	3,0989	398,901	0,0626704207332	1,53891352904	1,33
4460	0,0830281	0,0964591	3,10501	3,99878	8,30281	9,64591	3,10501	399,878	0,0617621548441	1,53891352904	1,3326223176
4470	0,0805861	0,0976801	3,11111	4,00733	8,05861	9,76801	3,11111	400,733	0,0599456230659	1,55839342693	1,33524034335
4480	0,0793651	0,0976801	3,12088	4,01709	7,93651	9,76801	3,12088	401,709	0,0590373571769	1,55839342693	1,33943347639
4490	0,0781441	0,0976801	3,12332	4,02686	7,81441	9,76801	3,12332	402,686	0,0581290912878	1,55839342693	1,3404806867
4500	0,0757021	0,0989011	3,13065	4,03663	7,57021	9,89011	3,13065	403,663	0,0563125595096	1,57787332482	1,34362660944
4510	0,0744811	0,0989011	3,13797	4,04518	7,44811	9,89011	3,13797	404,518	0,0554042936206	1,57787332482	1,34676824034
4520	0,0732601	0,0989011	3,14408	4,05494	7,32601	9,89011	3,14408	405,494	0,0544960277315	1,57787332482	1,34939055794
4530	0,0708181	0,0989011	3,15018	4,06471	7,08181	9,89011	3,15018	406,471	0,0526794959533	1,57787332482	1,35200858369
4540	0,0695971	0,0989011	3,15751	4,07204	6,95971	9,89011	3,15751	407,204	0,0517712300643	1,57787332482	1,35515450644
4550	0,0683761	0,100122	3,16361	4,08059	6,83761	10,0122	3,16361	408,059	0,0508629641752	1,59735162731	1,35777253219
4560	0,0671551	0,100122	3,17094	4,09035	6,71551	10,0122	3,17094	409,035	0,0499546982861	1,59735162731	1,36091845494
4570	0,0659341	0,100122	3,17705	4,0989	6,59341	10,0122	3,17705	409,89	0,049046432397	1,59735162731	1,36354077253
4580	0,0647131	0,100122	3,18193	4,10745	6,47131	10,0122	3,18193	410,745	0,048138166508	1,59735162731	1,36563519313
4590	0,0634921	0,101343	3,18926	4,116	6,34921	10,1343	3,18926	411,6	0,0472299006189	1,61683152521	1,36878111588
4600	0,0622711	0,101343	3,19536	4,12454	6,22711	10,1343	3,19536	412,454	0,0463216347298	1,61683152521	1,37139914163
4610	0,0610501	0,101343	3,20024	4,13431	6,10501	10,1343	3,20024	413,431	0,0454133688408	1,61683152521	1,37349356223
4620	0,0598291	0,102564	3,20513	4,14408	5,98291	10,2564	3,20513	414,408	0,0445051029517	1,6363114231	1,37559227468
4630	0,0586081	0,102564	3,2149	4,1514	5,86081	10,2564	3,2149	415,14	0,0435968370626	1,6363114231	1,37978540773
4640	0,0573871	0,102564	3,21734	4,15873	5,73871	10,2564	3,21734	415,873	0,0426885711735	1,6363114231	1,38083261803
4650	0,0561661	0,102564	3,22466	4,16728	5,61661	10,2564	3,22466	416,728	0,0417803052845	1,6363114231	1,38397424893
4660	0,0561661	0,102564	3,23077	4,17705	5,61661	10,2564	3,23077	417,705	0,0417803052845	1,6363114231	1,38659656652
4670	0,0549451	0,103785	3,2381	4,18559	5,49451	10,3785	3,2381	418,559	0,0408720393954	1,655791321	1,38974248927
4680	0,0537241	0,103785	3,24298	4,19292	5,37241	10,3785	3,24298	419,292	0,0399637735063	1,655791321	1,39183690987
4690	0,0525031	0,105006	3,25031	4,20147	5,25031	10,5006	3,25031	420,147	0,0390555076172	1,67527121889	1,39498283262
4700	0,0512821	0,103785	3,25519	4,20879	5,12821	10,3785	3,25519	420,879	0,0381472417282	1,655791321	1,39707725322
4710	0,0512821	0,105006	3,26129	4,21612	5,12821	10,5006	3,26129	421,612	0,0381472417282	1,67527121889	1,39969527897
4720	0,0500611	0,105006	3,2674	4,22589	5,00611	10,5006	3,2674	422,589	0,0372389758391	1,67527121889	1,40231759657
4730	0,04884	0,105006	3,27106	4,23321	4,884	10,5006	3,27106	423,321	0,036330635563	1,67527121889	1,40388841202
4740	0,04884	0,106227	3,27473	4,24176	4,884	10,6227	3,27473	424,176	0,036330635563	1,69475111678	1,40546351931
4750	0,047619	0,106227	3,28205	4,25031	4,7619	10,6227	3,28205	425,031	0,0354223696739	1,69475111678	1,40860515021
4760	0,046398	0,106227	3,28694	4,25763	4,6398	10,6227	3,28694	425,763	0,0345141037848	1,69475111678	1,41070386266
4770	0,046398	0,106227	3,29182	4,26374	4,6398	10,6227	3,29182	426,374	0,0345141037848	1,69475111678	1,41279828326
4780	0,045177	0,107448	3,29792	4,27228	4,5177	10,7448	3,29792	427,228	0,0336058378957	1,71423101468	1,41541630901
4790	0,045177	0,106227	3,30403	4,28083	4,5177	10,6227	3,30403	428,083	0,0336058378957	1,69475111678	1,41803862661
4800	0,043956	0,107448	3,30891	4,28694	4,3956	10,7448	3,30891	428,694	0,0326975720067	1,71423101468	1,42013304721
4810	0,042735	0,107448	3,31258	4,29548	4,2735	10,7448	3,31258	429,548	0,0317893061176	1,71423101468	1,42170815451
4820	0,042735	0,107448	3,3199	4,30281	4,2735	10,7448	3,3199	430,281	0,0317893061176	1,71423101468	1,42484978541
4830	0,041514	0,108669	3,32479	4,31013	4,1514	10,8669	3,32479	431,013	0,0308810402285	1,73371091257	1,42694849785
4840	0,041514	0,108669	3,33089	4,31746	4,1514	10,8669	3,33089	431,746	0,0308810402285	1,73371091257	1,42956652361
4850	0,040293	0,108669	3,337	4,32357	4,0293	10,8669	3,337	432,357	0,0299727743394	1,73371091257	1,4321888412
4860	0,040293	0,108669	3,34188	4,33333	4,0293	10,8669	3,34188	433,333	0,0299727743394	1,73371091257	1,4342832618
4870	0,039072	0,108669	3,34676	4,34066	3,9072	10,8669	3,34676	434,066	0,0290645084504	1,73371091257	1,4363776824
4880	0,039072	0,10989	3,35165	4,34676	3,9072	10,989	3,35165	434,676	0,0290645084504	1,75319081047	1,43847639485
4890	0,039072	0,10989	3,35775	4,35409	3,9072	10,989	3,35775	435,409	0,0290645084504	1,75319081047	1,4410944206
4900	0,037851	0,10989	3,36386	4,36264	3,7851	10,989	3,36386	436,264	0,0281562425613	1,75319081047	1,4437167382
4910	0,03663	0,10989	3,3663	4,36874	3,663	10,989	3,3663	436,874	0,0272479766722	1,75319081047	1,4447639485
4920	0,03663	0,111111	3,37241	4,37607	3,663	11,1111	3,37241	437,607	0,0272479766722	1,77267070836	1,44738626609
4930	0,03663	0,111111	3,37607	4,38217	3,663	11,1111	3,37607	438,217	0,0272479766722	1,77267070836	1,44895708155
4940	0,035409	0,111111	3,38462	4,3895	3,5409	11,1111	3,38462	438,95	0,0263397107831	1,77267070836	1,45262660944
4950	0,035409	0,111111	3,38828	4,39683	3,5409	11,1111	3,38828	439,683	0,0263397107831	1,77267070836	1,45419742489
4960	0,034188	0,111111	3,39316	4,40293	3,4188	11,1111	3,39316	440,293	0,0254314448941	1,77267070836	1,45629184549
4970	0,034188	0,112332	3,40049	4,41026	3,4188	11,2332	3,40049	441,026	0,0254314448941	1,79215060625	1,45943776824
4980	0,034188	0,112332	3,40293	4,4188	3,4188	11,2332	3,40293	441,88	0,0254314448941	1,79215060625	1,46048497854
4990	0,032967	0,112332	3,41026	4,42369	3,2967	11,2332	3,41026	442,369	0,024523179005	1,79215060625	1,46363090129
5000	0,032967	0,112332	3,41148	4,43101	3,2967	11,2332	3,41148	443,101	0,024523179005	1,79215060625	1,46415450644
5010	0,031746	0,113553	3,41758	4,43712	3,1746	11,3553	3,41758	443,712	0,0236149131159	1,81163050415	1,46677253219
5020	0,031746	0,113553	3,42125	4,44444	3,1746	11,3553	3,42125	444,444	0,0236149131159	1,81163050415	1,46834763948
5030	0,031746	0,113553	3,42735	4,45055	3,1746	11,3553	3,42735	445,055	0,0236149131159	1,81163050415	1,47096566524
5040	0,031746	0,113553	3,43223	4,45788	3,1746	11,3553	3,43223	445,788	0,0236149131159	1,81163050415	1,47306008584
5050	0,030525	0,113553	3,4359	4,4652	3,0525	11,3553	3,4359	446,52	0,0227066472269	1,81163050415	1,47463519313
5060	0,030525	0,113553	3,44322	4,47131	3,0525	11,3553	3,44322	447,131	0,0227066472269	1,81163050415	1,47777682403
5070	0,030525	0,114774	3,44811	4,47741	3,0525	11,4774	3,44811	447,741	0,0227066472269	1,83111040204	1,47987553648
5080	0,029304	0,114774	3,45177	4,48352	2,9304	11,4774	3,45177	448,352	0,0217983813378	1,83111040204	1,48144635193
5090	0,029304	0,114774	3,45665	4,49084	2,9304	11,4774	3,45665	449,084	0,0217983813378	1,83111040204	1,48354077253
5100	0,029304	0,114774	3,46032	4,49817	2,9304	11,4774	3,46032	449,817	0,0217983813378	1,83111040204	1,48511587983
5110	0,028083	0,115995	3,46764	4,50305	2,8083	11,5995	3,46764	450,305	0,0208901154487	1,85059029994	1,48825751073
5120	0,028083	0,115995	3,46886	4,50916	2,8083	11,5995	3,46886	450,916	0,0208901154487	1,85059029994	1,48878111588
Vernier Format 2
Lab_RT.cmbl 17/11/2023 16:42:19 ,
Run 1
Time	Potential 1	Potential 2	Potential 3	Potential 4	R1	R2	R3	Temp	R1/R10	R2/R20	R3/R30
t	Pot 1	Pot 2	Pot 3	Pot 4	CC	CC	CC	CC	CC	CC	CC
s	V	V	V	V	Ω	Ω	Ω	K			

0	1,34065934066	0,0634920634921	2,33089133089	2,98412698413	134,065934066	6,34920634921	2,33089133089	298,412698413	0,99727694348	1,01295570345	1,00038254545
0,1	1,34065934066	0,0634920634921	2,32967032967	2,98534798535	134,065934066	6,34920634921	2,32967032967	298,534798535	0,99727694348	1,01295570345	0,999858510588
0,2	1,34188034188	0,0634920634921	2,33089133089	2,98534798535	134,188034188	6,34920634921	2,33089133089	298,534798535	0,998185210278	1,01295570345	1,00038254545
0,3	1,34188034188	0,0634920634921	2,33089133089	2,98412698413	134,188034188	6,34920634921	2,33089133089	298,412698413	0,998185210278	1,01295570345	1,00038254545
0,4	1,34065934066	0,0634920634921	2,32967032967	2,98534798535	134,065934066	6,34920634921	2,32967032967	298,534798535	0,99727694348	1,01295570345	0,999858510588
0,5	1,34188034188	0,0634920634921	2,33089133089	2,98412698413	134,188034188	6,34920634921	2,33089133089	298,412698413	0,998185210278	1,01295570345	1,00038254545
0,6	1,34065934066	0,0634920634921	2,33089133089	2,98412698413	134,065934066	6,34920634921	2,33089133089	298,412698413	0,99727694348	1,01295570345	1,00038254545
0,7	1,34065934066	0,0634920634921	2,32967032967	2,98534798535	134,065934066	6,34920634921	2,32967032967	298,534798535	0,99727694348	1,01295570345	0,999858510588
0,8	1,34188034188	0,0647130647131	2,33089133089	2,98290598291	134,188034188	6,47130647131	2,33089133089	298,290598291	0,998185210278	1,03243562082	1,00038254545
0,9	1,34065934066	0,0634920634921	2,33089133089	2,98534798535	134,065934066	6,34920634921	2,33089133089	298,534798535	0,99727694348	1,01295570345	1,00038254545
1	1,34065934066	0,0634920634921	2,33089133089	2,98412698413	134,065934066	6,34920634921	2,33089133089	298,412698413	0,99727694348	1,01295570345	1,00038254545
1,1	1,34188034188	0,0634920634921	2,33089133089	2,98412698413	134,188034188	6,34920634921	2,33089133089	298,412698413	0,998185210278	1,01295570345	1,00038254545
1,2	1,34188034188	0,0634920634921	2,33089133089	2,98534798535	134,188034188	6,34920634921	2,33089133089	298,534798535	0,998185210278	1,01295570345	1,00038254545
1,3	1,34065934066	0,0634920634921	2,33089133089	2,98290598291	134,065934066	6,34920634921	2,33089133089	298,290598291	0,99727694348	1,01295570345	1,00038254545
1,4	1,34188034188	0,0634920634921	2,32967032967	2,98412698413	134,188034188	6,34920634921	2,32967032967	298,412698413	0,998185210278	1,01295570345	0,999858510588
1,5	1,34065934066	0,0634920634921	2,33089133089	2,98534798535	134,065934066	6,34920634921	2,33089133089	298,534798535	0,99727694348	1,01295570345	1,00038254545
1,6	1,34065934066	0,0634920634921	2,33089133089	2,98412698413	134,065934066	6,34920634921	2,33089133089	298,412698413	0,99727694348	1,01295570345	1,00038254545
1,7	1,34188034188	0,0634920634921	2,33089133089	2,98534798535	134,188034188	6,34920634921	2,33089133089	298,534798535	0,998185210278	1,01295570345	1,00038254545
1,8	1,34188034188	0,0634920634921	2,33089133089	2,98412698413	134,188034188	6,34920634921	2,33089133089	298,412698413	0,998185210278	1,01295570345	1,00038254545
1,9	1,34065934066	0,0634920634921	2,33089133089	2,98534798535	134,065934066	6,34920634921	2,33089133089	298,534798535	0,99727694348	1,01295570345	1,00038254545
2	1,34188034188	0,0634920634921	2,33089133089	2,98534798535	134,188034188	6,34920634921	2,33089133089	298,534798535	0,998185210278	1,01295570345	1,00038254545
2,1	1,34065934066	0,0634920634921	2,33089133089	2,98290598291	134,065934066	6,34920634921	2,33089133089	298,290598291	0,99727694348	1,01295570345	1,00038254545
2,2	1,34065934066	0,0634920634921	2,33089133089	2,98534798535	134,065934066	6,34920634921	2,33089133089	298,534798535	0,99727694348	1,01295570345	1,00038254545
2,3	1,34065934066	0,0634920634921	2,33089133089	2,98412698413	134,065934066	6,34920634921	2,33089133089	298,412698413	0,99727694348	1,01295570345	1,00038254545
2,4	1,34065934066	0,0634920634921	2,33089133089	2,98534798535	134,065934066	6,34920634921	2,33089133089	298,534798535	0,99727694348	1,01295570345	1,00038254545
2,5	1,34065934066	0,0634920634921	2,32967032967	2,98412698413	134,065934066	6,34920634921	2,32967032967	298,412698413	0,99727694348	1,01295570345	0,999858510588
2,6	1,34188034188	0,0634920634921	2,33089133089	2,98290598291	134,188034188	6,34920634921	2,33089133089	298,290598291	0,998185210278	1,01295570345	1,00038254545
2,7	1,34065934066	0,0634920634921	2,33089133089	2,98534798535	134,065934066	6,34920634921	2,33089133089	298,534798535	0,99727694348	1,01295570345	1,00038254545
2,8	1,34065934066	0,0634920634921	2,32967032967	2,98412698413	134,065934066	6,34920634921	2,32967032967	298,412698413	0,99727694348	1,01295570345	0,999858510588
2,9	1,34065934066	0,0634920634921	2,33089133089	2,98412698413	134,065934066	6,34920634921	2,33089133089	298,412698413	0,99727694348	1,01295570345	1,00038254545
3	1,34065934066	0,0634920634921	2,33089133089	2,98534798535	134,065934066	6,34920634921	2,33089133089	298,534798535	0,99727694348	1,01295570345	1,00038254545
3,1	1,34065934066	0,0634920634921	2,33089133089	2,98412698413	134,065934066	6,34920634921	2,33089133089	298,412698413	0,99727694348	1,01295570345	1,00038254545
3,2	1,34065934066	0,0622710622711	2,33089133089	2,98412698413	134,065934066	6,22710622711	2,33089133089	298,412698413	0,99727694348	0,993475786073	1,00038254545
3,3	1,34188034188	0,0634920634921	2,33089133089	2,98412698413	134,188034188	6,34920634921	2,33089133089	298,412698413	0,998185210278	1,01295570345	1,00038254545
3,4	1,34065934066	0,0634920634921	2,33089133089	2,98412698413	134,065934066	6,34920634921	2,33089133089	298,412698413	0,99727694348	1,01295570345	1,00038254545
3,5	1,34065934066	0,0634920634921	2,33089133089	2,98412698413	134,065934066	6,34920634921	2,33089133089	298,412698413	0,99727694348	1,01295570345	1,00038254545
3,6	1,34188034188	0,0634920634921	2,32967032967	2,98534798535	134,188034188	6,34920634921	2,32967032967	298,534798535	0,998185210278	1,01295570345	0,999858510588
3,7	1,34065934066	0,0622710622711	2,32967032967	2,98412698413	134,065934066	6,22710622711	2,32967032967	298,412698413	0,99727694348	0,993475786073	0,999858510588
3,8	1,34065934066	0,0634920634921	2,33089133089	2,98534798535	134,065934066	6,34920634921	2,33089133089	298,534798535	0,99727694348	1,01295570345	1,00038254545
